chromo	start	end	width	strand	name
12	112635	112640	6	+	Pho2
12	112654	112659	6	-	Pho2
12	112740	112745	6	+	Pho2
12	116237	116242	6	+	Pho2
12	140624	140629	6	+	Pho2
12	140631	140636	6	+	Pho2
12	140888	140893	6	-	Pho2
12	140948	140953	6	+	Pho2
12	168707	168712	6	+	Pho2
12	169006	169011	6	-	Pho2
12	174984	174989	6	+	Pho2
12	175015	175020	6	-	Pho2
12	175060	175065	6	-	Pho2
12	253620	253625	6	-	Pho2
12	404182	404187	6	+	Pho2
12	404245	404250	6	+	Pho2
12	404483	404488	6	+	Pho2
12	573296	573301	6	+	Pho2
12	573459	573464	6	+	Pho2
12	636144	636149	6	-	Pho2
12	636207	636212	6	-	Pho2
12	636416	636421	6	-	Pho2
12	636459	636464	6	+	Pho2
12	636731	636736	6	-	Pho2
12	636774	636779	6	-	Pho2
12	668895	668900	6	+	Pho2
12	669039	669044	6	-	Pho2
12	669097	669102	6	+	Pho2
12	669409	669414	6	+	Pho2
12	737606	737611	6	-	Pho2
12	737641	737646	6	-	Pho2
12	737663	737668	6	-	Pho2
12	737670	737675	6	-	Pho2
12	738012	738017	6	-	Pho2
12	818709	818714	6	-	Pho2
12	992997	993002	6	+	Pho2
12	993083	993088	6	-	Pho2
12	993298	993303	6	+	Pho2
12	993316	993321	6	+	Pho2
12	1014315	1014320	6	+	Pho2
13	26548	26553	6	+	Pho2
13	26611	26616	6	-	Pho2
13	26739	26744	6	-	Pho2
13	26806	26811	6	+	Pho2
13	118963	118968	6	+	Pho2
13	119010	119015	6	+	Pho2
13	119063	119068	6	+	Pho2
13	119093	119098	6	+	Pho2
13	119276	119281	6	+	Pho2
13	119365	119370	6	+	Pho2
13	119413	119418	6	+	Pho2
13	119427	119432	6	+	Pho2
13	275569	275574	6	-	Pho2
13	275986	275991	6	-	Pho2
13	383229	383234	6	-	Pho2
13	383272	383277	6	-	Pho2
13	387036	387041	6	+	Pho2
13	493793	493798	6	+	Pho2
13	493880	493885	6	-	Pho2
13	493960	493965	6	-	Pho2
13	493975	493980	6	+	Pho2
13	603159	603164	6	-	Pho2
13	603246	603251	6	+	Pho2
13	611298	611303	6	+	Pho2
13	611565	611570	6	+	Pho2
13	611660	611665	6	-	Pho2
13	649391	649396	6	+	Pho2
13	649457	649462	6	+	Pho2
13	649791	649796	6	+	Pho2
13	650006	650011	6	-	Pho2
13	653824	653829	6	+	Pho2
13	653956	653961	6	+	Pho2
13	837369	837374	6	-	Pho2
13	837412	837417	6	+	Pho2
13	838037	838042	6	+	Pho2
13	838079	838084	6	-	Pho2
13	838169	838174	6	+	Pho2
13	901485	901490	6	-	Pho2
13	901516	901521	6	-	Pho2
13	901570	901575	6	-	Pho2
13	901646	901651	6	-	Pho2
13	901677	901682	6	-	Pho2
13	901682	901687	6	-	Pho2
14	112939	112944	6	+	Pho2
14	113167	113172	6	+	Pho2
14	198149	198154	6	-	Pho2
14	198167	198172	6	+	Pho2
14	198230	198235	6	+	Pho2
14	240148	240153	6	+	Pho2
14	373705	373710	6	+	Pho2
14	373731	373736	6	+	Pho2
14	373743	373748	6	+	Pho2
14	373865	373870	6	+	Pho2
14	373891	373896	6	-	Pho2
14	373973	373978	6	-	Pho2
14	374122	374127	6	+	Pho2
14	476721	476726	6	+	Pho2
14	476820	476825	6	+	Pho2
14	478041	478046	6	+	Pho2
14	478106	478111	6	+	Pho2
14	478175	478180	6	+	Pho2
14	478433	478438	6	-	Pho2
14	478467	478472	6	+	Pho2
14	515702	515707	6	-	Pho2
14	545938	545943	6	+	Pho2
14	545945	545950	6	+	Pho2
14	546319	546324	6	-	Pho2
14	559280	559285	6	+	Pho2
14	579160	579165	6	+	Pho2
14	579421	579426	6	-	Pho2
14	579493	579498	6	+	Pho2
14	587850	587855	6	+	Pho2
14	587944	587949	6	+	Pho2
14	588079	588084	6	-	Pho2
14	588219	588224	6	+	Pho2
14	619714	619719	6	+	Pho2
14	619758	619763	6	+	Pho2
14	619769	619774	6	-	Pho2
14	619811	619816	6	-	Pho2
14	621094	621099	6	+	Pho2
14	621197	621202	6	-	Pho2
14	621270	621275	6	+	Pho2
15	47595	47600	6	-	Pho2
15	96491	96496	6	+	Pho2
15	96526	96531	6	+	Pho2
15	97123	97128	6	+	Pho2
15	97270	97275	6	+	Pho2
15	97280	97285	6	-	Pho2
15	97490	97495	6	-	Pho2
15	110745	110750	6	+	Pho2
15	111023	111028	6	-	Pho2
15	111036	111041	6	+	Pho2
15	160915	160920	6	+	Pho2
15	161393	161398	6	+	Pho2
15	162091	162096	6	+	Pho2
15	162099	162104	6	+	Pho2
15	162118	162123	6	+	Pho2
15	162287	162292	6	-	Pho2
15	168043	168048	6	+	Pho2
15	168222	168227	6	-	Pho2
15	168530	168535	6	+	Pho2
15	256331	256336	6	+	Pho2
15	292191	292196	6	+	Pho2
15	296188	296193	6	-	Pho2
15	296296	296301	6	+	Pho2
15	296933	296938	6	-	Pho2
15	297072	297077	6	+	Pho2
15	407990	407995	6	+	Pho2
15	408118	408123	6	+	Pho2
15	408193	408198	6	-	Pho2
15	408296	408301	6	-	Pho2
15	431639	431644	6	+	Pho2
15	431962	431967	6	-	Pho2
15	432105	432110	6	-	Pho2
15	432145	432150	6	-	Pho2
15	443781	443786	6	+	Pho2
15	444092	444097	6	+	Pho2
15	444128	444133	6	-	Pho2
15	444253	444258	6	-	Pho2
15	444297	444302	6	-	Pho2
15	444379	444384	6	-	Pho2
15	444593	444598	6	+	Pho2
15	580042	580047	6	+	Pho2
15	745507	745512	6	-	Pho2
15	900169	900174	6	+	Pho2
15	900218	900223	6	-	Pho2
15	953965	953970	6	+	Pho2
15	954302	954307	6	-	Pho2
16	30318	30323	6	+	Pho2
16	98797	98802	6	-	Pho2
16	98809	98814	6	-	Pho2
16	99362	99367	6	+	Pho2
16	205140	205145	6	-	Pho2
16	214128	214133	6	-	Pho2
16	214290	214295	6	-	Pho2
16	214640	214645	6	+	Pho2
16	215056	215061	6	-	Pho2
16	215076	215081	6	+	Pho2
16	215201	215206	6	-	Pho2
16	215532	215537	6	-	Pho2
16	215889	215894	6	+	Pho2
16	215905	215910	6	+	Pho2
16	271069	271074	6	-	Pho2
16	297477	297482	6	+	Pho2
16	297510	297515	6	-	Pho2
16	512236	512241	6	-	Pho2
16	527217	527222	6	-	Pho2
16	527342	527347	6	+	Pho2
16	527528	527533	6	+	Pho2
16	584586	584591	6	-	Pho2
16	585592	585597	6	+	Pho2
16	585645	585650	6	-	Pho2
16	585660	585665	6	-	Pho2
16	586041	586046	6	-	Pho2
16	586680	586685	6	-	Pho2
16	586787	586792	6	-	Pho2
16	586858	586863	6	+	Pho2
16	586929	586934	6	+	Pho2
16	587185	587190	6	+	Pho2
16	588995	589000	6	+	Pho2
16	589225	589230	6	-	Pho2
16	589695	589700	6	+	Pho2
16	621532	621537	6	+	Pho2
16	622249	622254	6	+	Pho2
16	622365	622370	6	-	Pho2
16	692692	692697	6	+	Pho2
16	692718	692723	6	-	Pho2
16	775205	775210	6	+	Pho2
16	775239	775244	6	-	Pho2
16	775647	775652	6	+	Pho2
16	775876	775881	6	+	Pho2
16	776907	776912	6	+	Pho2
16	778348	778353	6	-	Pho2
16	778493	778498	6	+	Pho2
16	778531	778536	6	+	Pho2
2	431193	431198	6	-	Pho4
2	798834	798839	6	-	Pho4
3	61333	61338	6	-	Pho4
3	299115	299120	6	-	Pho4
4	794067	794072	6	-	Pho4
4	794363	794368	6	-	Pho4
4	1022592	1022597	6	-	Pho4
4	1345419	1345424	6	-	Pho4
5	153163	153168	6	-	Pho4
7	785803	785808	6	-	Pho4
7	785953	785958	6	-	Pho4
7	1000276	1000281	6	-	Pho4
8	375129	375134	6	-	Pho4
8	375188	375193	6	-	Pho4
8	375245	375250	6	-	Pho4
8	375459	375464	6	-	Pho4
10	97478	97483	6	+	Pho4
10	192340	192345	6	-	Pho4
10	545537	545542	6	-	Pho4
10	703791	703796	6	-	Pho4
12	658729	658734	6	-	Pho4
12	677777	677782	6	-	Pho4
13	26675	26680	6	-	Pho4
14	335247	335252	6	-	Pho4
14	335312	335317	6	-	Pho4
14	478209	478214	6	-	Pho4
15	69305	69310	6	-	Pho4
15	642594	642599	6	-	Pho4
16	517322	517327	6	-	Pho4
16	517356	517361	6	-	Pho4
2	101317	101330	14	-	Put3
8	181804	181817	14	-	Put3
15	891916	891929	14	-	Put3
1	82112	82121	10	+	Rap1
2	45169	45178	10	-	Rap1
2	45186	45195	10	+	Rap1
2	60914	60923	10	+	Rap1
2	89800	89809	10	+	Rap1
2	165262	165271	10	-	Rap1
2	165871	165880	10	-	Rap1
2	181500	181509	10	-	Rap1
2	332525	332534	10	-	Rap1
2	332541	332550	10	-	Rap1
2	415662	415671	10	+	Rap1
2	415678	415687	10	+	Rap1
2	476766	476775	10	-	Rap1
2	477230	477239	10	-	Rap1
2	593081	593090	10	+	Rap1
2	604282	604291	10	-	Rap1
2	682048	682057	10	-	Rap1
3	58873	58882	10	-	Rap1
3	68535	68544	10	+	Rap1
4	229632	229641	10	-	Rap1
4	229656	229665	10	-	Rap1
4	307867	307876	10	-	Rap1
4	308142	308151	10	+	Rap1
4	308206	308215	10	-	Rap1
4	341428	341437	10	+	Rap1
4	341444	341453	10	+	Rap1
4	525202	525211	10	+	Rap1
4	579207	579216	10	-	Rap1
4	579227	579236	10	-	Rap1
4	680368	680377	10	+	Rap1
4	835951	835960	10	-	Rap1
4	836180	836189	10	+	Rap1
4	976662	976671	10	-	Rap1
4	1062955	1062964	10	+	Rap1
4	1259728	1259737	10	+	Rap1
4	1301104	1301113	10	-	Rap1
4	1301119	1301128	10	+	Rap1
4	1355833	1355842	10	+	Rap1
4	1355857	1355866	10	+	Rap1
4	1359591	1359600	10	-	Rap1
4	1359606	1359615	10	-	Rap1
5	53721	53730	10	-	Rap1
5	53736	53745	10	+	Rap1
5	110680	110689	10	-	Rap1
5	214874	214883	10	-	Rap1
5	221603	221612	10	+	Rap1
5	221713	221722	10	+	Rap1
5	242549	242558	10	+	Rap1
5	246774	246783	10	+	Rap1
5	305983	305992	10	-	Rap1
5	305999	306008	10	-	Rap1
5	362348	362357	10	-	Rap1
5	396377	396386	10	-	Rap1
5	396395	396404	10	-	Rap1
5	522899	522908	10	-	Rap1
6	106965	106974	10	-	Rap1
6	221909	221918	10	+	Rap1
7	149313	149322	10	+	Rap1
7	149325	149334	10	+	Rap1
7	228636	228645	10	-	Rap1
7	254335	254344	10	-	Rap1
7	254353	254362	10	+	Rap1
7	277235	277244	10	-	Rap1
7	291801	291810	10	-	Rap1
7	310706	310715	10	-	Rap1
7	368556	368565	10	-	Rap1
7	371360	371369	10	-	Rap1
7	555516	555525	10	-	Rap1
7	555531	555540	10	+	Rap1
7	653661	653670	10	+	Rap1
7	774519	774528	10	+	Rap1
7	788518	788527	10	+	Rap1
7	788535	788544	10	+	Rap1
7	884318	884327	10	-	Rap1
7	920079	920088	10	-	Rap1
7	920097	920106	10	-	Rap1
7	1011340	1011349	10	-	Rap1
7	1012099	1012108	10	-	Rap1
7	1060179	1060188	10	+	Rap1
8	25630	25639	10	-	Rap1
8	149076	149085	10	+	Rap1
8	149090	149099	10	+	Rap1
8	296766	296775	10	-	Rap1
8	297039	297048	10	+	Rap1
8	353472	353481	10	+	Rap1
8	505989	505998	10	+	Rap1
8	506002	506011	10	+	Rap1
9	68352	68361	10	-	Rap1
9	316352	316361	10	-	Rap1
10	90261	90270	10	-	Rap1
10	160173	160182	10	-	Rap1
10	265610	265619	10	+	Rap1
10	545551	545560	10	+	Rap1
10	651439	651448	10	-	Rap1
10	690708	690717	10	-	Rap1
10	703443	703452	10	+	Rap1
11	99849	99858	10	-	Rap1
11	108910	108919	10	-	Rap1
11	108928	108937	10	-	Rap1
11	158408	158417	10	-	Rap1
11	164775	164784	10	+	Rap1
11	166110	166119	10	+	Rap1
11	428337	428346	10	+	Rap1
12	48903	48912	10	+	Rap1
12	187460	187469	10	-	Rap1
12	234705	234714	10	+	Rap1
12	241810	241819	10	-	Rap1
12	241831	241840	10	-	Rap1
12	645944	645953	10	-	Rap1
12	710737	710746	10	-	Rap1
12	713375	713384	10	+	Rap1
12	781657	781666	10	+	Rap1
12	796635	796644	10	+	Rap1
12	805625	805634	10	-	Rap1
12	819001	819010	10	-	Rap1
12	903524	903533	10	-	Rap1
12	921841	921850	10	+	Rap1
12	1019141	1019150	10	+	Rap1
12	1019165	1019174	10	+	Rap1
12	1028397	1028406	10	-	Rap1
12	1028411	1028420	10	+	Rap1
12	1041636	1041645	10	-	Rap1
13	146086	146095	10	-	Rap1
13	224191	224200	10	+	Rap1
13	225534	225543	10	-	Rap1
13	225547	225556	10	-	Rap1
13	302958	302967	10	+	Rap1
13	325680	325689	10	-	Rap1
13	500977	500986	10	-	Rap1
13	650982	650991	10	-	Rap1
13	675284	675293	10	+	Rap1
13	720769	720778	10	+	Rap1
13	754572	754581	10	+	Rap1
13	754589	754598	10	+	Rap1
14	90044	90053	10	-	Rap1
14	281709	281718	10	-	Rap1
14	434706	434715	10	-	Rap1
14	444624	444633	10	+	Rap1
14	495380	495389	10	+	Rap1
14	495397	495406	10	+	Rap1
14	579202	579211	10	-	Rap1
14	613282	613291	10	-	Rap1
15	69288	69297	10	+	Rap1
15	79927	79936	10	+	Rap1
15	79949	79958	10	+	Rap1
15	93087	93096	10	+	Rap1
15	93113	93122	10	+	Rap1
15	94637	94646	10	-	Rap1
15	109901	109910	10	+	Rap1
15	168189	168198	10	+	Rap1
15	168209	168218	10	-	Rap1
15	216461	216470	10	-	Rap1
15	216477	216486	10	-	Rap1
15	232155	232164	10	+	Rap1
15	253948	253957	10	-	Rap1
15	253978	253987	10	+	Rap1
15	431832	431841	10	+	Rap1
15	505297	505306	10	-	Rap1
15	505322	505331	10	-	Rap1
15	514515	514524	10	-	Rap1
15	514530	514539	10	+	Rap1
15	558841	558850	10	-	Rap1
15	639319	639328	10	+	Rap1
15	673829	673838	10	+	Rap1
15	779634	779643	10	+	Rap1
15	779854	779863	10	+	Rap1
15	779906	779915	10	-	Rap1
15	780567	780576	10	+	Rap1
15	1025876	1025885	10	-	Rap1
16	76544	76553	10	+	Rap1
16	244190	244199	10	-	Rap1
16	280115	280124	10	-	Rap1
16	302830	302839	10	-	Rap1
16	369651	369660	10	+	Rap1
16	378813	378822	10	+	Rap1
16	378838	378847	10	+	Rap1
16	520332	520341	10	+	Rap1
16	520364	520373	10	-	Rap1
16	627541	627550	10	+	Rap1
16	700147	700156	10	-	Rap1
16	700169	700178	10	-	Rap1
16	700260	700269	10	-	Rap1
16	732104	732113	10	-	Rap1
16	739902	739911	10	+	Rap1
16	866585	866594	10	+	Rap1
1	156520	156526	7	-	Rcs1
2	332522	332528	7	-	Rcs1
2	458566	458572	7	+	Rcs1
2	458578	458584	7	+	Rcs1
2	634963	634969	7	+	Rcs1
3	157911	157917	7	-	Rcs1
4	542417	542423	7	+	Rcs1
4	765433	765439	7	+	Rcs1
4	974427	974433	7	-	Rcs1
4	1005382	1005388	7	+	Rcs1
4	1005430	1005436	7	+	Rcs1
4	1005472	1005478	7	-	Rcs1
4	1080516	1080522	7	-	Rcs1
4	1080593	1080599	7	+	Rcs1
4	1080871	1080877	7	+	Rcs1
5	27390	27396	7	+	Rcs1
5	27469	27475	7	+	Rcs1
5	42094	42100	7	+	Rcs1
5	42325	42331	7	+	Rcs1
5	431335	431341	7	-	Rcs1
5	432203	432209	7	+	Rcs1
5	461904	461910	7	+	Rcs1
5	461940	461946	7	-	Rcs1
5	462094	462100	7	-	Rcs1
5	462122	462128	7	-	Rcs1
5	462374	462380	7	-	Rcs1
5	540580	540586	7	-	Rcs1
5	541009	541015	7	-	Rcs1
7	157752	157758	7	-	Rcs1
7	352426	352432	7	-	Rcs1
7	352465	352471	7	-	Rcs1
7	371357	371363	7	-	Rcs1
7	371365	371371	7	-	Rcs1
7	371401	371407	7	-	Rcs1
7	398025	398031	7	+	Rcs1
7	700248	700254	7	+	Rcs1
7	703176	703182	7	+	Rcs1
7	932410	932416	7	-	Rcs1
7	968993	968999	7	+	Rcs1
7	993613	993619	7	+	Rcs1
7	1007533	1007539	7	+	Rcs1
8	32932	32938	7	-	Rcs1
8	445598	445604	7	-	Rcs1
8	452821	452827	7	+	Rcs1
8	498524	498530	7	+	Rcs1
9	248515	248521	7	+	Rcs1
9	249009	249015	7	-	Rcs1
9	249389	249395	7	-	Rcs1
10	254592	254598	7	+	Rcs1
11	11485	11491	7	-	Rcs1
11	11546	11552	7	-	Rcs1
11	11651	11657	7	+	Rcs1
11	11821	11827	7	+	Rcs1
11	118232	118238	7	-	Rcs1
11	118440	118446	7	-	Rcs1
11	118524	118530	7	-	Rcs1
11	118607	118613	7	-	Rcs1
11	247468	247474	7	+	Rcs1
11	533338	533344	7	+	Rcs1
11	533371	533377	7	+	Rcs1
12	39606	39612	7	+	Rcs1
12	39633	39639	7	+	Rcs1
12	116247	116253	7	-	Rcs1
12	168966	168972	7	+	Rcs1
12	510540	510546	7	-	Rcs1
12	510634	510640	7	+	Rcs1
12	553813	553819	7	-	Rcs1
12	553834	553840	7	-	Rcs1
12	553846	553852	7	+	Rcs1
12	553944	553950	7	+	Rcs1
12	554024	554030	7	+	Rcs1
12	554080	554086	7	-	Rcs1
12	554124	554130	7	-	Rcs1
12	554130	554136	7	-	Rcs1
12	554546	554552	7	-	Rcs1
12	645941	645947	7	-	Rcs1
12	645947	645953	7	-	Rcs1
12	645973	645979	7	-	Rcs1
12	993153	993159	7	+	Rcs1
12	1014355	1014361	7	+	Rcs1
13	204306	204312	7	+	Rcs1
13	306446	306452	7	+	Rcs1
13	306710	306716	7	-	Rcs1
13	306716	306722	7	+	Rcs1
13	352184	352190	7	-	Rcs1
13	504783	504789	7	+	Rcs1
13	505036	505042	7	-	Rcs1
13	616188	616194	7	-	Rcs1
13	777438	777444	7	+	Rcs1
13	914743	914749	7	+	Rcs1
13	915402	915408	7	-	Rcs1
14	138273	138279	7	-	Rcs1
14	157976	157982	7	-	Rcs1
14	198482	198488	7	+	Rcs1
14	413348	413354	7	-	Rcs1
14	413362	413368	7	+	Rcs1
14	628658	628664	7	-	Rcs1
14	629319	629325	7	-	Rcs1
14	739514	739520	7	-	Rcs1
14	739554	739560	7	-	Rcs1
14	763038	763044	7	+	Rcs1
14	764152	764158	7	+	Rcs1
14	765069	765075	7	+	Rcs1
15	432049	432055	7	+	Rcs1
15	619192	619198	7	-	Rcs1
15	619445	619451	7	-	Rcs1
15	762186	762192	7	-	Rcs1
15	762202	762208	7	+	Rcs1
15	762243	762249	7	+	Rcs1
15	762335	762341	7	+	Rcs1
15	762410	762416	7	+	Rcs1
15	1055116	1055122	7	-	Rcs1
15	1055146	1055152	7	+	Rcs1
15	1055289	1055295	7	+	Rcs1
15	1058857	1058863	7	+	Rcs1
15	1059054	1059060	7	+	Rcs1
15	1059198	1059204	7	+	Rcs1
15	1059263	1059269	7	-	Rcs1
15	1059280	1059286	7	-	Rcs1
15	1059398	1059404	7	+	Rcs1
15	1060391	1060397	7	+	Rcs1
15	1061231	1061237	7	-	Rcs1
15	1061316	1061322	7	+	Rcs1
15	1061332	1061338	7	+	Rcs1
16	257150	257156	7	+	Rcs1
16	257186	257192	7	-	Rcs1
16	297292	297298	7	+	Rcs1
16	297300	297306	7	-	Rcs1
16	486443	486449	7	+	Rcs1
16	517264	517270	7	+	Rcs1
16	645544	645550	7	+	Rcs1
16	672359	672365	7	+	Rcs1
16	678813	678819	7	+	Rcs1
16	678895	678901	7	+	Rcs1
16	770648	770654	7	-	Rcs1
16	785809	785815	7	-	Rcs1
16	831844	831850	7	-	Rcs1
16	832012	832018	7	+	Rcs1
2	270121	270126	6	+	Rds1
4	1052379	1052384	6	+	Rds1
6	90735	90740	6	+	Rds1
7	208774	208779	6	+	Rds1
7	690076	690081	6	+	Rds1
14	198268	198273	6	+	Rds1
15	83287	83292	6	+	Rds1
16	678874	678879	6	+	Rds1
16	789771	789776	6	+	Rds1
16	789780	789785	6	+	Rds1
1	87165	87172	8	+	Reb1
2	111297	111304	8	-	Reb1
2	132304	132311	8	+	Reb1
2	151354	151361	8	-	Reb1
2	201873	201880	8	+	Reb1
2	273856	273863	8	-	Reb1
2	273882	273889	8	+	Reb1
2	307077	307084	8	-	Reb1
2	336939	336946	8	+	Reb1
2	337077	337084	8	+	Reb1
2	405480	405487	8	-	Reb1
2	435814	435821	8	-	Reb1
2	497022	497029	8	+	Reb1
2	532368	532375	8	+	Reb1
2	565520	565527	8	-	Reb1
2	568646	568653	8	-	Reb1
2	578210	578217	8	-	Reb1
2	582287	582294	8	-	Reb1
2	589289	589296	8	-	Reb1
2	618705	618712	8	-	Reb1
2	691821	691828	8	-	Reb1
3	178907	178914	8	-	Reb1
3	179302	179309	8	+	Reb1
3	205535	205542	8	-	Reb1
3	236967	236974	8	-	Reb1
3	286611	286618	8	-	Reb1
4	38357	38364	8	+	Reb1
4	52299	52306	8	+	Reb1
4	78092	78099	8	+	Reb1
4	87342	87349	8	-	Reb1
4	125284	125291	8	-	Reb1
4	125298	125305	8	+	Reb1
4	148067	148074	8	-	Reb1
4	176499	176506	8	-	Reb1
4	211267	211274	8	+	Reb1
4	211282	211289	8	+	Reb1
4	215866	215873	8	-	Reb1
4	372097	372104	8	+	Reb1
4	453914	453921	8	+	Reb1
4	501673	501680	8	+	Reb1
4	524879	524886	8	-	Reb1
4	769355	769362	8	+	Reb1
4	769375	769382	8	+	Reb1
4	811824	811831	8	-	Reb1
4	842158	842165	8	-	Reb1
4	971586	971593	8	-	Reb1
4	1008831	1008838	8	-	Reb1
4	1090256	1090263	8	-	Reb1
4	1114153	1114160	8	-	Reb1
4	1126169	1126176	8	+	Reb1
4	1135564	1135571	8	-	Reb1
4	1135597	1135604	8	+	Reb1
4	1369552	1369559	8	-	Reb1
4	1394905	1394912	8	-	Reb1
4	1483607	1483614	8	+	Reb1
4	1493218	1493225	8	-	Reb1
4	1494139	1494146	8	+	Reb1
5	100552	100559	8	-	Reb1
5	111212	111219	8	-	Reb1
5	178680	178687	8	-	Reb1
5	205089	205096	8	-	Reb1
5	229595	229602	8	-	Reb1
5	250531	250538	8	+	Reb1
5	292789	292796	8	-	Reb1
5	292822	292829	8	+	Reb1
5	298520	298527	8	+	Reb1
5	372149	372156	8	+	Reb1
5	484656	484663	8	-	Reb1
5	546653	546660	8	+	Reb1
6	90840	90847	8	+	Reb1
6	130037	130044	8	+	Reb1
6	149870	149877	8	+	Reb1
6	250007	250014	8	+	Reb1
6	251935	251942	8	+	Reb1
6	252360	252367	8	-	Reb1
7	35228	35235	8	-	Reb1
7	36816	36823	8	-	Reb1
7	41341	41348	8	-	Reb1
7	53705	53712	8	+	Reb1
7	123485	123492	8	-	Reb1
7	144244	144251	8	-	Reb1
7	144582	144589	8	+	Reb1
7	157732	157739	8	+	Reb1
7	200328	200335	8	+	Reb1
7	205673	205680	8	-	Reb1
7	217387	217394	8	-	Reb1
7	284296	284303	8	+	Reb1
7	321622	321629	8	-	Reb1
7	374958	374965	8	-	Reb1
7	500017	500024	8	-	Reb1
7	513035	513042	8	+	Reb1
7	640531	640538	8	-	Reb1
7	756632	756639	8	-	Reb1
7	756835	756842	8	+	Reb1
7	757523	757530	8	-	Reb1
7	761228	761235	8	-	Reb1
7	770424	770431	8	+	Reb1
7	781618	781625	8	+	Reb1
7	787101	787108	8	+	Reb1
7	800276	800283	8	-	Reb1
7	843712	843719	8	-	Reb1
7	855036	855043	8	+	Reb1
7	932121	932128	8	-	Reb1
7	953845	953852	8	-	Reb1
7	962215	962222	8	-	Reb1
7	976930	976937	8	-	Reb1
7	976950	976957	8	+	Reb1
8	39922	39929	8	-	Reb1
8	160603	160610	8	-	Reb1
8	390133	390140	8	-	Reb1
8	402791	402798	8	+	Reb1
8	443630	443637	8	+	Reb1
9	122273	122280	8	-	Reb1
9	131916	131923	8	-	Reb1
9	151461	151468	8	+	Reb1
9	160567	160574	8	-	Reb1
9	220864	220871	8	-	Reb1
9	310929	310936	8	-	Reb1
9	360567	360574	8	-	Reb1
10	68934	68941	8	+	Reb1
10	223633	223640	8	-	Reb1
10	228625	228632	8	-	Reb1
10	359859	359866	8	+	Reb1
10	434802	434809	8	-	Reb1
10	450784	450791	8	-	Reb1
10	585920	585927	8	-	Reb1
10	594707	594714	8	+	Reb1
10	615314	615321	8	-	Reb1
10	649581	649588	8	-	Reb1
10	683621	683628	8	-	Reb1
11	63636	63643	8	+	Reb1
11	174018	174025	8	-	Reb1
11	178276	178283	8	+	Reb1
11	212785	212792	8	-	Reb1
11	245429	245436	8	-	Reb1
11	277718	277725	8	-	Reb1
11	298898	298905	8	-	Reb1
11	329238	329245	8	-	Reb1
11	329664	329671	8	+	Reb1
11	340391	340398	8	-	Reb1
11	392042	392049	8	-	Reb1
11	468517	468524	8	+	Reb1
11	570682	570689	8	+	Reb1
12	63850	63857	8	-	Reb1
12	293713	293720	8	-	Reb1
12	586023	586030	8	+	Reb1
12	669062	669069	8	-	Reb1
12	694230	694237	8	+	Reb1
12	751898	751905	8	+	Reb1
12	877545	877552	8	+	Reb1
12	899049	899056	8	-	Reb1
12	903490	903497	8	-	Reb1
12	1057211	1057218	8	+	Reb1
13	14864	14871	8	+	Reb1
13	23810	23817	8	+	Reb1
13	30002	30009	8	-	Reb1
13	30390	30397	8	+	Reb1
13	67675	67682	8	-	Reb1
13	68173	68180	8	-	Reb1
13	104520	104527	8	+	Reb1
13	266965	266972	8	+	Reb1
13	271692	271699	8	+	Reb1
13	271718	271725	8	+	Reb1
13	349991	349998	8	-	Reb1
13	366868	366875	8	+	Reb1
13	502018	502025	8	+	Reb1
13	510498	510505	8	+	Reb1
13	564282	564289	8	-	Reb1
13	626094	626101	8	+	Reb1
13	632104	632111	8	-	Reb1
13	637178	637185	8	-	Reb1
13	637194	637201	8	-	Reb1
13	695214	695221	8	-	Reb1
13	715562	715569	8	-	Reb1
13	782505	782512	8	+	Reb1
13	798040	798047	8	-	Reb1
13	832112	832119	8	+	Reb1
13	897745	897752	8	+	Reb1
14	56027	56034	8	+	Reb1
14	110722	110729	8	+	Reb1
14	187688	187695	8	-	Reb1
14	233866	233873	8	-	Reb1
14	233874	233881	8	-	Reb1
14	317900	317907	8	-	Reb1
14	332299	332306	8	+	Reb1
14	387062	387069	8	+	Reb1
14	412602	412609	8	+	Reb1
14	417648	417655	8	-	Reb1
14	452144	452151	8	-	Reb1
14	456299	456306	8	-	Reb1
14	479353	479360	8	-	Reb1
14	479381	479388	8	+	Reb1
14	618358	618365	8	+	Reb1
14	647053	647060	8	+	Reb1
14	662529	662536	8	-	Reb1
14	699590	699597	8	-	Reb1
15	47711	47718	8	+	Reb1
15	52951	52958	8	+	Reb1
15	238472	238479	8	+	Reb1
15	315667	315674	8	-	Reb1
15	316332	316339	8	+	Reb1
15	316567	316574	8	-	Reb1
15	316595	316602	8	+	Reb1
15	373606	373613	8	-	Reb1
15	412597	412604	8	-	Reb1
15	421794	421801	8	-	Reb1
15	471743	471750	8	+	Reb1
15	502611	502618	8	-	Reb1
15	544849	544856	8	-	Reb1
15	553014	553021	8	+	Reb1
15	566357	566364	8	-	Reb1
15	609313	609320	8	+	Reb1
15	611866	611873	8	-	Reb1
15	631914	631921	8	+	Reb1
15	631946	631953	8	-	Reb1
15	683735	683742	8	-	Reb1
15	683785	683792	8	-	Reb1
15	716968	716975	8	+	Reb1
15	820316	820323	8	-	Reb1
15	832624	832631	8	-	Reb1
15	851970	851977	8	+	Reb1
15	877925	877932	8	+	Reb1
15	877939	877946	8	+	Reb1
15	877978	877985	8	-	Reb1
15	925384	925391	8	-	Reb1
15	949646	949653	8	-	Reb1
15	1000944	1000951	8	-	Reb1
